,rating,review
2942,5,soup without papdi.. and other box soup was fallen in packing material.  not good service 
2943,2,Awsome Taste 😍🥳
2944,5,To costly only maximum 10 eggs &amp; Gravy is equally around 850 rupees..
2945,5,This is not called khavsa<br/>no noodles are there 
2946,5,"Food is not good as expected,not tasteful"
2947,5,there is no cutlery with food parcel … kum se kum chammach to bhejo
2948,5,just go for egg dum Biryani without any second thoughts.
2949,5,"Too spicy, mood spoil. The restaurant believes that the name indicates that the food is super spicy. Disappointed"
2950,3,great bro but need to work on goa king .<br/>good work with rice
2951,5,Horrible food in Eggi RG there was only gravy and no eggs. Omlete was also so horrible it was under cooked
2952,5,thay charge for extra cheese but  they don't provide any cheese 
2953,5,"This place used to be our favourite long back. But now the experience is getting worse with each order. Less Quantity, poor quality and poor service. And almost Bland food. "
2954,5,Very less quantity and very bad taste. Not worth at all
2955,5,add some chinese taste more and make it little gravy and crispy
2956,5,if it was packed in square container the paplet would be much easier to eat
2957,5,"I think the chef was now, food taste was very bad, below average<br/>Have order many times but this time food taste was horrible<br/>We then had to order food from other place<br/>Zero rating"
2958,5,Very less quantity in goti gotada. Tera baap khaayega 8 pav iske saath?<br/>And didn’t got what I ordered?
2959,5,for the first time when I ordered I love gothala and I enjoyed it n even I gave 5 star bt when I ordered today I again it was disgusting full of oil and bad taste
2960,5,very good quality 
2961,5,order was gravy Manchurian but received dry Manchurian 
2962,5,To late order
2963,5,sambhar chatni quantity ochhi hati 
2964,5,good
2965,5,food is tasteless. worst food
2966,5,gud time service
2967,5,Best
2968,5,bov tikhu banavi nakhyu kidhelu hatu toy
2969,1,very good
2970,5,very tasty......................................... 
2971,5,Manchurian goli o bov j kadak ane test less hati.. Bhel sari hti pan goli o kadak ane test less hti 
2972,1,dhosa are not dileverde with maysore <br/>only mystery and 2 extra dhosa diliverd
2973,1,only 2  plates provide for 8 item order. food is good
2974,1,"Insufficient salad quantity, ordered 2 items, So atleast 2 salad pack should be there. But in parcel only 1 salad pack."
2975,1,Taste was not upto expectations this time. Consistency was dried up.
2976,5,sorry. people I was very dissatisfied due to food quelity and test had not impress to my family members. so I suggested to restaurant should be maintained the good quality of junkfood.
2977,3,Very Spicy
2978,5,I said for less spicy n it was full spicy
2979,1,good 
2980,3,improve taste. taste this soup from blue basil restaurant 
2981,1,<br/><br/>
2982,5,very speicy soup after instruction 
2983,1,"Always a win-win situation. Quality, ambience and service everything have been maintained over the years in a very well manner. Taste of food is delicious as always. "
2984,1,superb
2985,1,to the restaurant i want to say that please see annd follow additional instructions given.. thanks..
2986,3,"Definitely one of the best restaurant to go to if you are looking for a family restaurant. The food, service, value for money everything is worth"
2987,1,Taste is not good… it doesn’t taste like fresh food..
2988,1,Great experience.Enjoyed
2989,5,Manchurian ball had piece of cement/stone in it. Disgusting had to throw it all away
2990,1,noodles was not well cooked.  taste as ok ok......
2991,1,superb food awesome mind blowing tasty good quality
2992,1,Advised to Make it less Spicy <br/>Still it was too 🌶 for our taste <br/>Matka Biryani is A Must Try
2993,5,I guess restaurants should be realistic while mentioning time of delivery.
2994,1,Worst chicken salad ever had
2995,5,thnax
2996,1,Mouth watering ragi base chicken tikka pizza... My all time favourite. Plus the berry smoothie is delicious
2997,5,I ordered chickpea salad and I received salad without chickpea
2998,1,Highly disapointed and complete waste of money
2999,2,Good quantity but there's barely any taste. Pretty healthy though 
3000,5,Just bland vegetables
3001,2,"This is very less, I had ordered in the evening too, then it was a lot, now very little has come."
3002,1,Today the pizza was burnt and didn’t taste good because of it
3003,2,I order brown rice. But it was white 
3004,1,third class 
3005,1,Very Wargal test and this is not Brown rice biryani I ordered brown rice biryani
3006,5,Food handling was terrible
3007,4,too expensive.. nothing special
3008,4,Quantity was too less as per price
3009,5,There were no boil eggs
3010,1,had to throw away the salad
3011,5,"tasteless , felt like eating hospital food "
3012,2,"It was shit, noway close to a biryani"
3013,5,the healthiest meal you can go for! 
3014,1,shitty and horrible 
3015,1,our smoothie was half glass only. delivery  boy stop at somewhere and he blame restaurant for delay. so 1st experience  was very bad
3016,1,"I’ve been ordering regularly from here for over a month now and the food quality was never really exceptional but I never really expected any better, until last week when I ordered fish tikka from here. The fish was not only bad quality, but it now turns out it was actually full of parasites. I now have gastritis and have been suffering for over a week. <br/>Would never recommend this restaurant to anyone. "
3017,3,પહેલા કરતાં ખુબ જ ઓછી quantity આવે  છે.
3018,5,Quantity is not sufficient with respect to price taken
3019,1,They missed the boiled eggs
3020,4,very bad
3021,5,Bad taste of coco and cadbury coco both
3022,1,good work 
3023,1,little watery taste
3024,5,thank you zometo
3025,2,not good in taste badam milk shake is not good too sweet in taste
3026,1,thanks good job
3027,1,tu pi
3028,5,Well... I'd not recommend Badamshek..
3029,5,not good taste as expected..
3030,4,thuk diye<br/><br/>falooda mangaya tha to sala pani pani 
3031,1,u can improve the package style and the taste more u can make tasty and good delivery guy
3032,2, Nice 
3033,5,isse ghatiya mene kabhi piya nahi<br/>Zomato me list kisne kiya
3034,1,"Really bad experience , very bad taste and throat was paining after drinking falooda. "
3035,1,very bad coco coco don't come like this very thin coco coco should be thick not thin I am very disappointed with this if we paid full amount even though coco comes like this I am very disappointed with this coco I will never ever again order for this kind of coco from this shop
3036,4,test less pura pani jesa lag raha hai ..............
3037,3,Oder choco chips thick shake receive cocoa shake. 
3038,5,Best food yummy
3039,1,Good taste 
3040,3,not at all crispy and it hqd some smell ...the added instructions were not followed
3041,1,Awesome
3042,2,Awesome
3043,5,they forgot to give my complete order. inke barose nahi reh sakte. bhuka rehna padega
3044,1,very bad
3045,1,Taste was not good something was smelling
3046,5,initiate call back or initiate refund. 
3047,4,mutton  ND bheja cutlet is very bed smelling   
3048,1,good but need to fried in green gravy
3049,5,Mutton was not fresh
3050,1,not follow my instructions 
3051,4,too salty 
3052,5,The best place I have have tried from zomato
3053,4,Need to work on fresh food servings
3054,3,pls avoid this restaurant while ordering. they take too long to prepare and food is not up to the mark at all
3055,5,"Zara bhi accha nahi hai , not worth of money , isse accha tho japha bazaar me kadar bhai k waha chale jata me 😡😡😡😡"
3056,5,why no sali chevda ???
3057,2,All Good!👍
3058,1,Taste was good but they need to add big containers <br/>My food was spilled and wasnt a pleasant experience
3059,5,owntyt is sow bad
3060,5,"not too masaledar, or full of garam masala, good food,  an authentic parsi taste...👌🏻👌🏻<br/>"
3061,5,"Separately, onion, lemon, and sev did not come in the package"
3062,5,pathetic 
3063,5,bed
3064,1,he don't cook properly and test is not good also. i feel  i eat boil potatoes<br/>not worth it 
3065,4,Serve fresh food to customers
3066,5,awful 
3067,5,NO CHATNI IS GIVEN 
3068,5,your food is so tasty nd delicious I love to eat your food .. Thanks you 
3069,1,tastier food
3070,5,delicious breakfast
3071,1,its too sweet....  farali is not this type of sweet
3072,1,It was not farali
3073,5,quantity of chutny is very less but taste of food is very nice 
3074,5,not liked
3075,5,they make sabji sweet I donot like it's taste 
3076,4,late Delivery 
3077,3,good 
3078,1,good
3079,1,good 
3080,1,good food good life
3081,1,Very bad quality of food
3082,1,khichdi is teastless
3083,5,delivery was delayed a lot and food quality was pathetic.money wasted
3084,4,aaloo sabji and petis tastes not fresh....may be on border to be stale 
3085,5,"Resturant take too much time for food prepration and when food were arrive at my home , it was cold"
3086,5,chvdo nathi 
3087,5,restaurant accepted my order almost after 1 hour n I received it after 1 n half hour totally not satisfied with ur service n also not received hot food I feel tht I am eating food taken out from fridge I am never gonna order again from u.
3088,2,food never arrived
3089,1,Thank you... 
3090,5,Ratalu puri in white color with no relatable taste at all. Please don't compromise on quality. 
3091,5,Very Bad quality Sabudana khichdi..I will never order.. 138 Rs Sabudana khichdi. quality of food is very bad
3092,1,bakvas
3093,5,"packaging was good, good quality ingredients and delivery partner was good too"
3094,3,Fooling customer with false images. 
3095,1,khichdi k sath chevda nahi bheja 
3096,2,food spoilaged smelling.
3097,1,dont buy farali items from there
3098,1,Very poor
3099,4,not nice 
3100,2,worst taste ever
3101,1,"bad quality food , totally disappointed "
3102,1,"not good taste, oil used is worst, with 2 items only 2 Bread, in salad only onion not with tomatto. this outlet spoil zmatto brand"
3103,1,very salty food and stale paav
3104,3,lack of quantity
3105,1,pav fresh nahi the <br/>Jada spicy tha 
3106,4,Rice me koi dam nai tha.<br/>and pav me dutter ka thikana nai tha.
3107,1,Took too much time for preparing order.
3108,1,"Didn't serve bread, rude behaviour "
3109,4,packaging was very bad and the taste was also very very bad
3110,1,too much late delivery.... its been 2 hr of ordering the food ....
3111,1,Extra pav not send but charged
3112,1,Need my money back refund the worst food
3113,3,Worst food..<br/>Very spicy..<br/>No one can eat this<br/>Plz don't order this
3114,5,"5000 fruit bear Cheng the items <br/>please  any other items butter milk,coffee atc.... "
3115,5,The order was not delivered properly not packed was sealed and messed up with each other 
3116,1,i have ordered from your court so many times same items as well <br/>but today's egg salad was so spicy ... <br/>not able to have the egg salad that much spicy was there...<br/>plz from next time take care about this ...<br/>overall feedback was good as always ... <br/>
3117,1,The owner/cook was so rude in nature. He take 45 minutes only in cooking. And on call he is saying like this is zomato fault not mine.
3118,1,butter pav bola oil ka pava mila
3119,1,"worst taste and quality of taste ,third class taste of all these egg items ,i don't like ,that was worst."
3120,1,the food is very cold because of yor delay delivery 
3121,1,"instructions not followed, kashmiri pulaw was very spicy, no one ate it"
3122,1,fentastic 
3123,3,Less then a half egg in a  egg rice only masala and  no spoon provided
3124,4,everything massy and I said no spicy but the food is full of spicy and everything massy in bag and it's only taste chilly waste of money 
3125,1,Totally waste of money <br/>I suggest to my friend do not order
3126,5,food in not good and send me a Stale food
3127,2,The order got ice cold till it reached and tasted very bad
3128,1,Worst food.<br/>I’m forced to order again due to the worst quality of food.
3129,1,Please do not send food to your regular from this restaurant. It is worst taste and food we didnot even try.☹️
3130,3,It take long cook time and russian fry&amp;egg samosa was not hot
3131,5,1.aaytam kam niklee
3132,1,Taste is not good 
3133,1,the delivery came late. the food was not good
3134,1,"Taste of eggs in Surat this restaurant .... Fully unsatisfied services.. not good food quality , taste. Also price so much higher"
3135,2,Their food service is very bad.dont buy their food.totally waste of money.they provide worst quality food service...
3136,1,The quality of food was below average and too oily that it taste bad.
3137,4,Very Good
3138,1,"egg rice is not properly cooked , it was like half cooked , even the items are not up to the mark."
3139,1,totally Tasteless... no salt no chili...also delay delivery take... weste of money
3140,5,money is waste 
3141,5,"Nice prices of Extremely super , which are very tasty, healthy, spicy and delicious.. You should definitely look for this restaurant, it might be great choice for you. <br/>"
3142,1,I ordered their Mayyonaise cheese Boil egg.it is really great in taste and full of flavours and their food service is reasonable 
3143,5,I ordered their tihari tadka.it is really wonderful in taste.their food service is reasonable and packaging is also impressive ☺️😋
3144,3,Tikahri tadka was so yummy and tasty.Nice tasty dishes are well provided here.nice service...........
3145,4,I ordered few Thikhari Tadka from them last week. All of those items had great taste and super quality. I would take more orders in future as well
3146,5,The taste of food items was so yummy and tasty.nice packaging is well provided here.Good delivery service.......
3147,1,packing is very poor.food is mixed...very bad
3148,1,worste taste ever i have tasted in eggs 
3149,1,very very oily
3150,1,I ordered salad 🥗..... It was very tasty 😋 and nutritious and cheesy 🙃and it was amazing... 😋 i like it too much... 
3151,2,Bohot acha khana tha packing bohot acha tha maine kheema order Kiya tha ek dum fast service thi best food 
3152,3,Quality of food is best And food was also too delicous 😋 the food packaging was best and hygiene &amp; good quality
3153,1,best food 
3154,1,only issue is less quantity of बाटी
3155,5,bati size was smaller and it should be mentioned in the description so that we can order extra bati 
3156,4,thank you 
3157,1,Excellent Flavours 
3158,4,"Everything thing is fine except size of batti's,  taste is awesome"
3159,4,"Great experience, all of the dishes were absolutely brilliant . Definitely try out food ….. this is best outlet.<br/> "
3160,1,Best ND nice location test is very very  supb best destinations  for rajastnai  dal bati  lover's yummy food 
3161,1,The owner is very rude and displays very poor civility. He doesnt have a sense of how to talk to his customers. The food is equally bad. <br/><br/>The place is really congested &amp; lacks hygiene 
3162,1,Ghee not received 😢 
3163,1,EVERYTHING IS SPLILLED
3164,1,"They didn’t gave ghee with parcel ,their food is not even medium spicy and the red chutney came in very small sachet."
3165,1,Not serving with most basic things a daal bati need.. lehsun chutney.. daal taste is ok ok.. given 1* additional for bati.. would not love to order again.. 
3166,1,"Even after payment of selection of extra 2 baati, they just sent one. "
3167,5,good
3168,5,very bed
3169,1,"very, very tasty, easy on stomach. authentic Daal Bati from Rajasthan "
3170,1,Nice Location and perfect fresh food service i give out of 5 of 5  star this restaurant and customer bese is good
3171,1,Nice quilty and quitny i fully satisfied this restaurant food hygiene is superb most popular in pal arias
3172,2,Nice place for Dal bati lovers test in best osm mouth wethring teste nice customer waking i over all given out of 5 to 5 star..
3173,1,Nice place for rajasthani dal bati lover super ambition and serve good quality  food I like dal bati ..
3174,1,Gud test of rajasthani Dal bati amazing.and nice place for family quick serving quilty is better ovar all superb
3175,2,Please dont order this restaurant food is very bad also no service this restaurant please please do not order 
3176,1,over all very good the taste of the dal bati is very delisus
3177,3,good
3178,5,"Very tasty, desi filling"
3179,2,good one . bati size is very small so ordered one extra
3180,1,<br/>RUDE AND INSULTING BEHAVIOUR<br/><br/>For 8 person where 3 where children we order 2 dish of dal bati which will have 8 batis. Even than the handling person demanded rudely to order 3 dish. Means you are not free to oder as per your appetite bit instead you have to order as per the restaurant wish. Very rude behaviour and the owner sitting on counter didn't utter a word.<br/><br/><br/><br/><br/>
3181,1,taste the best
3182,1,taste best
3183,4,Taste the best
3184,3,thik thak hai...
3185,1,Do not order this item... size of the bati is very very small.. one person cannot fill empty stomach. 
3186,5,keep it up
3187,1,tastes like homemade food. keepit up
3188,3,"Mouth watering Daal Bati. Authentic Rajasthani food,<br/>Highly recommend this place and Best value for your money !!"
3189,1,"fantastic food, good test even child loves it since it wasn't much spicy. Very good packing."
3190,2,"Amazing dal batti,, every thing ws so good sorry couldn’t click the foto as it ws so good tht our focus ws to relish food.. keep ur quality like this.. all the best for future.."
3191,5,Quantity 1 eggs
3192,1,"fraud , Zomato fraud, given water instead of kashmira water"
3193,1,so Bad 
3194,1,it was full of chilly with no taste
3195,1,very good 
3196,3,"maza nahi aaya <br/>no gravy , only oil and oil"
3197,1,received very fast delivery.
3198,5,I want refund order came after one hour
3199,1,the taste was not at all upto the mark. no salt no tanginess. felt as if was eating blant hospital food. also had a lot of oil. 
3200,5,good food🍲
3201,5,Bilkul bhi tasty nahi tha bakwas laga
3202,5,The Worst aloo puri I ever eat today.<br/>In 100gm aloo sabji there is 30 to 40gms neem leaves and mustered. Just ruined my dinner today 😡😡😡😡😡 i tell you all that never order this one ever.
3203,5,"no paneer, stale rotis just warmed"
3204,3,daal makhni is rotten delivered 
3205,5,fast delivery
3206,1,stuffing was half of what we used to receive in previous orders 
3207,5,taste less money waste 
3208,2,not good your food is unhealthy Chili powder very heavy 🤮
3209,2,No onion 🤣 why?
3210,2,The only two points with respect to lassi....quantity slightly less and very sweet. <br/>quantity of.pickle can be reduced to half
3211,3,Food not so good..Just like road side dhaba with huge loss..disappointed..2 star only that they have delivered on time..
3212,5,curd not served with aloo parathha as mentioned
3213,4,i love bhature
3214,4,Puri thodek patli karo
3215,1,wastage of money 
3216,5,aam ras was very less in quantity.aloo sabji was having sour taste
3217,3,aloo sabzi is too spicy. i can't eat it
3218,1,it's totally waste of money and taste was very bad very salty paratha  as I have to throw it in dustbin  as I don't like to throw and waste food but due to bad taste very salty taste I have to do it. I wish if I could get my cash back
3219,3,Improve quality and packing of food
3220,5,tasteless totally waste of money<br/>very disappoint 
3221,5,the food smells bad<br/>I haven't eaten this poor food till date
3222,1,3rd class quality 
3223,5,Bad test😠😠
3224,1,not good food
3225,1,totally west of money 
3226,1,rise with dahi kaun kayega not mention even in menu
3227,1,Not up to mark <br/>Very bad taste.<br/>Curd is also not good
3228,1,Very testy food
3229,5,khtta lag rha tha sbji
3230,2,Very Bad experience
3231,1,kulcha should be cook well
3232,5,Not the same taste as before
3233,5,at this price not worthy at all to much expensive and food was not that level
3234,5,"Managment are very cooperative, they did the customization as well as per our taste. excellent packing, received our food on time."
3235,3,"Love to visit again and again, food taste was superb, value for money, staffs are very polite and cooperative, we complete family enjoy the option for all age of people."
3236,5,"Not good quality, also small qty <br/>I think this cheating name of discount"
3237,4,please send spoon and stray on next order 
3238,4,Delivered very late<br/>Always promise false delivery time
3239,2,sari paking galat ki hai
3240,5,bad shrveah
3241,4,very very bad quality 
3242,4,totally unlocked roti
3243,5,food is soo good
3244,5,very good
3245,5,delivered very late.
3246,5,"Taste of Bhagwati took almost 1 hour to prepare just 7-8 samosas? And give just a spoon of chutney for 7-8 Samosa, and that too bad quality, Waste of time to order from this restaurant.. please don’t order.."
3247,5,Third Class Chhole Bhature...<br/>After We Got Its Looks Very Dangerous...<br/>My Whole Family Not Good After Eating This Item...
3248,5,You deliver order after one hour what a nonsense thing
3249,5,quantity of Chole is less today
3250,5,"Lemon coriander soup was outstanding. Chhole bhature was okayish.  Pavbhaji not up to mark even not tastes like pav bhaji, something else like vegetable paste. Pizza was totally disappointing as it was packed in the box in which previously we were getting royal thali. Toppings was fall down to corner and base was not baked properly. Not expecting much from pizza of TOB but still not expecting even this type of taste. Overall very disappointed with today's order otherwise one of favorite restaurant for food ordering. "
3251,5,Quantity is not up ti the mark.<br/>Taste is also not good<br/>Would not suggest anyone to order
3252,5,Nd I didn’t order chole kulche .
3253,1,very oil 
3254,1,very nice😍😍
3255,5,Little salt was more in paneer manchurian
3256,1,"No , we hate the service"
3257,5,I had written expressly to provide cutlery ie spoon n tissue bt they dint provide. also packaging of Chole was v good but of bhature was not proper. poor packaging of bhature. no spoon or tissue provided.
3258,1,Quality of the food is not to eat..
3259,5,Kindly refund the money as it was not consumed at all.
3260,5,too delicious 😋
3261,2,Oily food &amp; not packed well.
3262,5,bilkul bhi cheese nhi he muje refund doo I hate this Naan money to cheese Naan ka liya
3263,1,wrong item was sent
3264,1,noodles were not in authentic taste
3265,1,very bad quality and absolutely no quantity
3266,5,not good taste
3267,4,awesome delicious taste of hyderabadi paneer Tikka &amp; Thai curry &amp; Rice
3268,5,Food was good but butter tandoori roti wasn’t upto the mark
3269,5,kachi roti order plz don't order ever tym
3270,2,packaging can be better
3271,1,I ordered 2 plate panipuri 20 piece <br/>But received 12 puri
3272,2,Excellent Service and exceelent food.when ever I visit surat from mumbai this is a must visit place since last 9 years place....one of the best and no.1 shop and so aee the owners and staff..must visit place...
3273,3,butter 
3274,1,The best in surat!
3275,1,please pack properly
3276,1,Yes
3277,1,The Rabri was stale and spoilt. Avoid selling items if not fresh rather than taking orders for spoilt sweets.
3278,1,worst <br/>waste of money <br/>it's so hard
3279,1,not qulity good
3280,1,quantity is much lesser compare to price
3281,1,please pack proper chatnies and all.
3282,1,packing is bad quality<br/>
3283,1,wrost delivery
3284,5,they did not send Canadian and Choclate Matho. This time order was very disappointing.
3285,3,no taste of Sutarfeni. 
3286,5,Thank you 
3287,1,relatives have came to our house and we order online to feed them and they eat those things
3288,2,average.
3289,1,awesome taste
3290,1,required spoon 
3291,1,no 
3292,1,not good
3293,5,Rasgulla are stinking
3294,1,Matho only 1 received instead of 2
3295,1,good
3296,1,it's a fraud in buying dryfruit box only 200gms dryfruit at 500rs totally cheating pls replace it
3297,1,must try
3298,1,very good service thankful to you
3299,1,Good service by delivery person
3300,1,I ordered milk cake for Ganeshji before 2 days. it was smelling so bad. do u guys check the reviews that are given by the customer. Disgusting customer service. Very bad food sell fresh sweets else close your shop.
3301,1,Not good sweets
3302,1,bekar item this is bad
3303,3,it's not fresh 
3304,4,be care full
3305,2,contiti kam aati he
3306,1,Maysor sabji was pathetic. Sambhar was chilled
3307,4,Oil they use not upto mark feeling they use msg in this food no naturla food
3308,5,100 star give
3309,3,taste is very bad and salt is very less
3310,1,no taste 
3311,1,Had high expectations but it was really horrible experience 
3312,1,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3313,1,No salad
3314,1,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3315,1,No salad
3316,1,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3317,1,No salad
3318,1,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3319,4,No salad
3320,1,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3321,1,No salad
3322,1,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3323,3,No salad
3324,5,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3325,1,No salad
3326,1,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3327,5,No salad
3328,2,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3329,1,No salad
3330,1,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3331,2,No salad
3332,5,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3333,5,No salad
3334,1,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3335,5,No salad
3336,5,issue with delivery person. he was not able to use gps. and haressed us unnecessarily. he was not even in Zomato uniform.
3337,1,No salad
3338,1,good 👍
3339,5,test good bt Quantity not good
3340,1,nice but daal taste 
3341,1,"taste was ok but packing was not good, didn't open easily "
3342,1,we have ask Khadi Teekha but he had send sweet khaddi
3343,1,good
3344,1,Ek dam 3rd class rise and daal quality Bhi gatiya
3345,1,Good
3346,1,Good 
3347,5,bati patthar jaisi thi...
3348,5,fine
3349,5,no test ful.. very bed item....
3350,2,very good packaging &amp; Taste mast butter kaddi
3351,1,na
3352,1,good test
3353,5,packing is very poor<br/>pls dal pack in plastic container or heavy grad pop bag.<br/>maintain hygin 
3354,3,so sweet
3355,5,dal bati came but without ghee ...
3356,1,very spicy..<br/>noodles amount are very less...<br/>cabbage amount was very high<br/>shimla mirch amount also high..<br/>overall taste was not of noodles
3357,5,v.good
3358,1,i mentioned thin crust pizza. i received normal pizzas. Zomato also didnt give any options to opt for thin crust pizza.
3359,5,taste was good but price is too high 
3360,5,very good 
3361,1,box was open
3362,1,Amazing experience of pizza. Was randomly suffering on Zomato and came through this wheels &amp; pieces. Too good
3363,1,overall taste was very good. garlic bread was too okayish
3364,4,good
3365,1,spoon ka bola tha call karke fir bhi nahi aaya thard claas sirvis 
3366,1,Bahu ochhi qunteti ave che<br/>Only 8 goli ane pisa apiya 155 <br/>1 full Manchurian odar apiyo hato<br/>Aviyu half 
3367,1,good nd fast delivery
3368,1,i ordered full and get me half...very bad
3369,1,"Quantity was very much less ,you must mention this in your order"
3370,4,After asking him to put spoon then also not providing they does have the custrom service
3371,1,good 
3372,4,in my Zomato app it's showing free delivery for today but you have charged shipping cost as well
3373,1,very very bad taste never gonna order again 
3374,4,sambhar not look like sambhar. it's like burnt hot and sour soup.<br/>mendu Vada olily and taste like burnt.<br/>only masala dhosa have average taste.
3375,1,osm 
3376,1,very bad test.........
3377,4,bakwas food
3378,1,it's slow in service and waste in money 
3379,1,"test The taste was very good, like a dam home, thank you mummy dosa "
3380,1,bad
3381,1,I need my money back for this order 
3382,5,stale food served. sambhar was stale
3383,5,good
3384,1,it was very tasty but took too much time 
3385,5,worst
3386,5,Quantity was enough. Not more or less. I was expecting little more but it's fine.
3387,5,it was not too good 
3388,5,very poor . <br/>tasteless it was .. <br/>one dosa was burnt. <br/>
3389,3,chutney and sambhar not delivered 😡
3390,5,chutni and sambhar testless..<br/>mysor masala like pavbhaji masala
3391,5,nice
3392,4,very good 👍 
3393,1,order was delayed like almost 1.5 hours<br/>and behaviour of resturant was not at all good
3394,3,"Found a piece of chicken, this ridiculed me as i really feel cheated.<br/>Never going to order from this restaurant.<br/>Wasted "
3395,5,quantity delivered is not at all acceptable for the price charged 
3396,5,always late.more than 2 hours
3397,5,lunch not hot and good 
3398,1,good taste and value for money
3399,2,Stale food roti
3400,3,ek number
3401,5,Very very low quantity not worth it
3402,1,"Chicken Mughlai was so tasty, pieces was completed soft, keep it up 👍"
3403,1,good 
3404,5,good 
3405,2,good 
3406,5,little bit costly for what its offers 
3407,3,tooo goood. ..test and quality 
3408,1,very bad taste of chhole
3409,1,The packing was not good the oil was leaking
3410,4,I will never order again …. <br/><br/><br/>It was horrible experience for me and my people .<br/><br/><br/>Roti was cold - freezing <br/><br/><br/>Order was late .<br/><br/><br/><br/><br/>And what I ordered ididnt get !<br/><br/><br/><br/>The restaurant is a cheat !!
3411,1,too much delay more than 25 min
3412,5,Quantity is very less as compared to price 
3413,5,"stale food, worst experience"
3414,5,There is no home cooked paratha with this meal as written in the menu
3415,5,wrong delivered...I ordered bread kulcha...they delivered chapati
3416,5,It’s such a mood spoiler when you are tired and hungry post a hectic day and what you do is POST THIS and NOT EAT FOOD!
3417,5,not so much good 
3418,5,last time i ordered same order and the quantity was much more than this portion size. 
3419,5,No any test is available in this 
3420,5,chapati tasteless 👎👎
3421,1,Delicious 😋
3422,1,Third class service not maintain proper test and proper quality also quantity last few days to we are facing the
3423,1,"Very very very bad 🤑 partha kachha or jala huaa aisa lga dekh kar hi ki oil me aata duba ke diya or prize 60uff galti se bhi online me partha nhi mangwaunga kabhi free me denge tab bhi nhi ufff mood off pura ka pura paisa barbad sit ,🤑🤑🤑🤑🤑🙈 <br/>Plz one request this mangement every online order chek then confrom order otherwise no confrom repped meking then give <br/>Iam not a only costumer i restorent maneger "
3424,3,Very hard and tasteless
3425,1,it's alright if you don't add the mayo dip in a separate plastic container and just put it barely alongside the potato shots.
3426,2,Extra pair of rotis was not given that I ordered.
3427,5,good taste 
3428,1,very bad
3429,1,No curd provided…..This is happening 2 nd timer
3430,1,the taste and packaging was good but the quantity was on the lower side for single person
3431,1,"very bad in taste, complete loss of money "
3432,5,restaurant take a lot time to deliver a order.
3433,1,rong order send me and khana pura kharab tha
3434,5,very poor service of lunch box. I got my lunch 30 minutes late. very disappointed 
3435,1,the crust was sooo hard and the cheesecake was flat. should be much much better at these high prices. so disappointed 
3436,5,Worst case <br/>Waste of money <br/>Very bed taste <br/>Not giving fresh cake <br/>Fraud people <br/>Old cake <br/>Very bed experience <br/>Don’t order them
3437,5,Very bad taste<br/>Waste of money
3438,5,Delivery boy said he will take 1 hour to deliver the order n was standing somewhere without reason
3439,1,fraud... mera order cancel kar diya or payment  nai aya.... pls dont take order
3440,1,"I have added in the instructions that please write ""Happy Anniversary Mummy Pappa"" ..you haven't mention that"
3441,3,"Please ensure that always you server this Red Velvet chill like today, it taste best when served chilled."
3442,1,brownie was melted.... and not massage tag was received....and gift packaging also not available....
3443,5,Speedy delivery
3444,3,"Very late delivery for simple pastry order. It  is completely restaurant fault. Horrible experience and pastries were not soft, they were too icy. <br/>Hats off to Delivery partner as he had waited 1 hour to collect readymade pastries (only two) from restaurant."
3445,1,Merko gift card nahi mila
3446,1,So hard
3447,1,Amazing packaging and great taste. Love everything about it. Thanks.
3448,5,taste was awesome
3449,4,Looked like it was baked 3 days ago. the message was also written extremely poorly 
3450,3,Is this the way you suppose to pack?? Really pathetic
3451,3,I can feel the tiny ice particles in the cream which makes me think this cake was probably not freshly made and was frozen. :/ It wasn't this way the first time I had it. I'm not sure if I'll order again. 
3452,1,IT WAS HARD LIKE ROCK. the pastry was not good at all. 
3453,1,ordered combo of cheesecake and pastry and got 2 pastries 
3454,4,american cheez cake was not that good and it was broken from front end when i had opened the box.Also charges are higher compare to size of each pastry and taste.
3455,5,became cold
3456,1,Worst taste ever
3457,1,superb taste
3458,5,the Packaging is very bad and Ferrero rocher is also taste bad
3459,1,"very less vanilla, less dark chocolate, not proper package.. after box opened, chocolate was here and there, messy..... And it is not even a similar to the picture which they had showed."
3460,2,all nice
